action: resupply[$c1],action: resupply[$c2],action: resupply[$c3],action: resupply[$c4],states: quant[$c1],states: quant[$c2],states: quant[$c3],states: quant[$c4]
252,68,84,0,142,229,125,18
97,0,277,0,144,221,123,12
170,41,225,0,160,213,121,6
217,158,0,64,176,205,119,0
46,0,146,150,186,197,117,0
0,431,0,0,196,189,115,0
95,108,0,115,191,196,113,0
10,395,0,0,201,188,111,0
0,353,110,0,206,185,109,0
0,71,376,0,201,192,122,0
342,0,0,130,196,184,120,0
322,22,0,0,206,176,118,0
204,6,218,0,216,168,116,0
0,0,0,457,226,160,114,0
0,467,0,0,221,152,112,15
317,0,124,0,216,165,110,9
0,79,0,336,232,157,108,3
0,290,0,0,227,167,106,18
230,69,0,27,222,162,104,12
483,2,0,0,238,154,102,6
105,0,341,0,254,146,100,0
0,424,0,33,264,138,98,0
13,0,0,425,259,145,96,15
26,0,339,82,260,137,94,9
433,23,0,0,276,129,92,3
226,86,157,0,289,121,90,0
0,239,4,0,299,113,88,0
0,0,0,483,294,120,90,0
0,0,269,155,289,112,88,11
0,0,140,239,284,104,107,26
24,305,22,111,279,96,105,20
116,304,79,0,295,88,103,14
69,0,422,0,311,80,101,8
265,0,0,132,327,72,99,2
0,441,0,0,339,64,97,0
0,0,0,411,334,71,95,0
47,0,0,399,329,63,93,15
337,0,0,0,345,55,91,9
7,114,242,22,361,47,89,3
0,96,209,190,363,50,98,11
166,80,35,6,358,42,96,5
412,0,0,0,372,34,94,0
165,50,0,85,382,26,92,0
391,41,0,0,392,18,90,0
415,0,44,0,402,10,88,0
0,0,0,422,412,2,86,0
0,73,184,0,407,0,84,9
226,149,0,0,402,13,95,3
0,454,0,0,402,5,93,0
466,0,0,0,0,0,0,0
174,35,142,0,466,0,0,0
192,0,276,0,500,0,0,0
0,193,267,0,500,0,0,0
0,0,0,498,495,5,5,0
305,0,72,0,490,0,3,7
0,130,0,162,498,0,1,1
0,0,466,0,493,7,0,7
0,0,187,297,488,0,11,1
34,231,79,39,483,0,17,8
0,0,420,0,483,0,15,2
172,0,0,317,478,0,22,0
7,0,419,29,480,0,20,0
388,0,0,0,482,0,18,0
0,386,0,0,484,0,16,0
0,428,6,45,479,7,14,0
75,0,0,344,474,14,18,14
0,0,345,0,470,6,16,8
0,0,441,0,465,0,33,2
0,112,284,0,460,0,40,0
0,0,256,219,455,7,45,0
104,0,0,312,450,0,50,7
0,274,153,0,451,0,48,1
0,351,0,0,446,8,54,0
0,0,68,319,441,7,52,0
322,0,0,129,436,0,64,14
0,0,99,173,431,0,62,8
300,74,0,122,426,0,72,14
0,329,0,135,422,0,70,8
142,0,35,83,417,13,68,15
0,0,275,162,420,5,66,9
0,0,464,0,415,0,82,21
0,0,0,312,410,0,80,15
0,81,0,132,405,0,78,17
86,9,387,0,400,13,76,24
0,103,114,195,403,5,74,18
0,0,455,0,398,18,90,30
61,426,0,0,393,10,88,24
0,0,0,470,394,2,86,18
0,290,202,0,389,0,84,27
293,113,8,0,384,13,95,21
0,64,0,189,387,5,93,15
128,0,0,262,382,18,91,27
0,0,184,164,380,10,89,21
136,114,0,150,375,2,108,36
436,0,26,0,370,0,106,30
70,3,197,183,372,0,104,24
309,0,190,0,380,0,102,18
323,0,85,70,388,0,100,12
0,27,260,0,396,0,98,6
0,168,303,0,391,13,109,0
275,112,0,51,386,7,109,0
16,438,0,37,393,0,107,0
0,250,0,155,395,0,105,0
0,6,147,187,390,7,103,7
0,288,0,101,385,6,114,14
405,0,4,0,380,0,112,8
472,0,0,0,388,0,110,2
0,155,0,86,392,0,108,0
337,0,0,129,387,7,106,7
0,0,0,350,395,0,104,1
196,0,249,0,390,0,102,8
0,0,430,0,398,0,100,2
0,447,0,0,393,0,107,0
0,130,0,363,388,7,105,0
210,129,0,23,383,14,103,14
0,112,329,0,385,6,101,8
67,0,257,0,380,19,118,2
21,0,62,0,375,11,116,0
0,196,185,68,383,3,114,0
127,0,2,182,378,10,122,10
0,0,265,203,374,2,120,4
259,0,169,0,369,0,131,13
177,0,5,316,364,0,129,7
11,292,0,100,372,0,127,1
0,337,0,0,375,0,125,0
0,0,422,39,370,7,123,0
0,10,454,0,365,0,135,14
0,463,0,0,360,0,133,8
458,0,0,0,355,12,131,2
0,356,0,0,367,4,129,0
0,244,17,13,362,11,127,0
0,0,474,0,357,18,140,13
154,82,118,145,352,10,138,7
0,392,0,38,361,2,136,1
0,244,0,240,356,10,134,10
0,0,248,0,351,13,132,15
0,0,386,0,346,5,140,9
8,0,486,0,341,0,156,3
32,249,0,134,344,0,156,0
0,414,0,0,346,0,154,0
281,0,137,0,341,7,152,0
0,191,0,0,350,0,150,0
0,0,72,281,345,7,148,0
0,292,0,131,340,0,160,14
324,49,77,0,335,0,158,8
450,0,0,0,342,0,156,2
0,0,101,290,346,0,154,0
0,446,0,50,341,0,159,7
0,0,404,0,336,6,157,7
0,0,79,99,0,0,0,0
0,0,36,318,0,0,79,99
122,0,0,134,0,0,113,411
0,239,0,194,0,0,111,405
0,490,0,0,0,0,109,399
0,151,95,0,0,0,107,393
72,0,287,0,0,8,113,387
0,129,0,362,8,0,111,381
183,0,0,24,3,13,109,388
287,12,80,34,6,5,107,382
68,174,0,205,19,0,105,376
0,0,407,0,27,0,103,370
37,266,0,55,22,0,114,364
57,123,56,172,30,0,112,358
0,0,498,0,38,0,110,352
0,445,0,0,33,0,121,346
0,0,244,0,28,13,119,340
0,84,31,0,23,5,138,334
0,132,116,224,18,18,154,328
0,290,208,0,13,13,155,325
0,189,0,194,8,20,168,319
147,59,164,54,3,18,166,319
0,130,274,0,13,10,164,313
0,0,330,168,8,23,183,307
0,0,148,300,3,15,181,301
0,0,0,394,0,7,198,314
489,0,0,0,0,0,196,308
25,0,463,0,4,0,194,302
6,45,0,374,12,0,192,296
0,225,91,151,13,7,190,297
292,0,124,0,8,13,201,304
0,412,0,0,3,5,199,298
409,0,82,0,0,11,197,292
186,106,108,0,16,3,195,286
0,0,196,160,27,0,193,280
248,219,0,0,22,0,204,287
27,270,0,0,17,0,202,281
0,13,0,279,25,0,200,275
0,273,0,0,20,13,198,282
167,0,327,0,15,13,196,276
0,0,410,0,31,5,194,270
173,0,0,234,26,0,210,264
37,0,75,351,34,0,208,258
0,255,40,0,42,0,206,252
0,0,166,293,37,13,217,246
284,148,0,50,32,5,223,248
180,272,0,0,37,0,221,242
173,324,0,0,45,0,219,236
0,0,0,327,53,0,217,230
0,0,254,229,48,0,215,237
280,121,0,0,43,0,226,244
0,0,0,479,38,0,224,238
104,339,0,0,33,0,222,245
0,0,372,46,41,0,220,239
0,0,0,383,36,0,231,246
0,0,0,463,31,0,229,240
0,0,86,277,26,0,227,247
0,0,444,10,21,0,238,254
457,0,0,0,16,0,236,248
112,252,0,101,24,0,234,242
349,0,0,49,32,0,232,236
0,0,232,129,40,0,230,230
130,0,355,0,35,0,241,237
0,0,0,411,30,0,239,231
411,5,0,61,25,0,237,238
0,0,0,390,33,0,235,232
0,106,0,190,28,0,233,239
389,0,104,0,23,13,231,246
294,0,0,0,26,5,229,240
0,0,451,0,39,0,227,234
299,0,183,0,34,0,238,228
0,44,361,0,42,0,236,222
316,0,0,110,37,13,247,216
132,0,0,274,40,5,245,210
109,0,28,327,53,0,243,204
0,135,0,278,61,0,241,198
0,0,160,201,56,13,239,205
182,97,15,96,51,5,245,207
372,0,57,0,56,0,243,201
91,0,0,322,64,0,241,195
0,4,281,0,72,0,239,189
0,97,306,0,67,4,250,183
0,46,356,11,62,13,261,177
0,205,198,23,57,13,267,179
0,0,102,339,52,10,270,178
0,35,0,409,47,2,279,183
357,0,0,0,42,4,277,181
133,0,113,0,50,0,275,175
0,195,86,0,58,0,273,169
0,10,381,0,53,13,284,163
255,0,0,103,48,13,290,157
0,162,208,0,56,5,288,151
0,397,0,0,51,18,304,145
48,0,422,0,46,13,302,139
0,150,296,0,62,5,300,133
0,442,0,0,57,18,316,127
0,0,0,179,52,13,314,121
227,0,86,72,47,5,312,136
244,231,0,0,60,0,310,130
0,420,0,24,68,0,308,124
0,0,124,258,0,0,0,0
52,0,0,143,0,0,124,258
70,0,0,282,52,0,122,326
200,157,24,0,60,0,120,320
0,0,489,0,68,0,118,314
0,17,381,0,63,0,129,308
51,172,0,31,58,13,140,302
0,0,464,0,61,5,138,296
0,246,0,225,56,0,154,290
30,8,270,0,51,13,152,297
0,480,0,0,54,5,150,291
208,0,122,0,49,18,148,285
301,154,0,0,65,10,146,279
346,131,0,0,81,2,144,273
92,145,36,44,91,0,142,267
0,349,119,0,99,0,140,261
138,0,0,215,94,13,151,255
0,0,219,264,97,5,149,249
88,0,330,26,92,0,165,261
315,0,166,0,87,0,163,255
5,313,60,0,90,0,161,249
14,293,0,0,90,8,167,243
0,497,0,0,98,0,165,237
407,0,73,0,93,13,163,231
384,0,0,93,109,5,161,225
411,60,0,0,122,0,159,219
0,0,440,0,130,0,157,213
75,60,30,266,125,0,168,207
0,50,95,0,133,0,166,201
0,0,0,440,128,13,177,195
244,0,0,143,123,5,175,197
176,112,45,26,136,0,173,191
201,0,0,10,144,0,171,185
176,57,114,0,152,0,169,179
109,0,32,261,160,0,167,173
0,64,46,292,168,0,165,167
22,328,102,0,163,13,176,174
77,0,245,0,158,5,174,168
0,395,104,0,166,0,172,162
0,1,0,431,161,13,183,156
0,0,313,55,156,6,181,158
95,213,65,2,151,0,197,170
63,64,0,0,146,0,195,164
56,0,332,0,149,0,193,158
89,251,0,0,157,0,191,152
0,437,0,0,165,0,189,146
0,0,0,474,160,13,187,140
121,0,21,294,155,5,185,155
0,0,151,22,168,0,183,149
0,482,0,0,163,0,194,156
0,0,222,104,158,0,192,150
0,0,0,302,153,0,203,157
0,0,433,0,148,0,201,151
149,169,0,8,143,0,212,145
119,56,35,0,151,0,210,139
171,0,0,281,159,0,208,133
78,0,80,342,167,0,206,127
331,18,101,0,175,0,204,121
489,0,0,0,183,0,202,115
271,171,0,0,191,0,200,109
0,283,0,0,199,0,198,103
0,0,293,0,194,13,196,97
0,0,180,182,189,5,215,91
0,0,462,0,184,0,231,103
0,292,0,58,179,0,229,97
103,176,107,15,174,8,227,99
0,59,0,407,182,0,225,93
0,284,174,0,177,13,223,100
492,0,0,0,172,13,229,94
27,0,0,264,180,5,227,88
0,0,375,0,193,0,225,82
0,225,34,173,188,0,236,76
61,284,0,72,183,13,247,83
0,0,401,0,178,5,245,77
0,101,0,184,173,0,256,71
210,40,32,193,168,13,254,78
384,0,0,0,171,5,252,72
0,0,0,426,184,0,250,66
0,0,207,120,179,0,248,73
0,0,311,0,174,0,259,80
0,452,9,0,169,0,257,74
0,464,0,0,164,13,264,68
0,0,329,138,159,17,262,62
0,0,0,497,154,9,281,77
51,18,155,245,149,1,279,71
134,0,87,0,158,0,277,65
111,77,0,78,166,0,275,59
0,83,106,248,174,0,273,53
333,0,0,0,169,13,284,60
0,188,0,274,164,5,282,54
0,379,0,0,159,13,280,61
90,0,264,111,154,13,278,55
0,0,0,481,170,5,276,49
121,0,361,0,165,0,274,61
0,0,145,322,173,0,272,55
0,170,47,278,168,0,283,62
153,260,0,0,163,0,281,56
0,0,0,369,171,0,279,50
0,0,475,0,166,0,277,57
0,371,0,0,161,0,288,51
83,226,176,0,0,0,0,0
0,0,217,0,83,226,176,0
0,0,451,0,78,218,204,0
439,0,0,0,73,210,217,0
96,28,0,369,83,202,215,0
482,0,0,0,93,194,213,0
0,379,0,0,103,186,211,0
109,0,346,0,98,193,209,0
0,192,179,0,108,185,207,0
0,23,186,216,103,192,220,0
0,0,268,149,98,184,218,0
0,0,276,159,93,176,231,15
0,79,262,136,88,168,235,15
0,0,403,39,83,175,248,24
0,317,100,36,78,167,246,18
0,341,0,0,73,171,256,24
0,0,350,0,68,163,254,18
0,298,45,0,63,155,270,12
38,0,69,96,58,168,289,6
0,72,413,0,53,160,287,0
0,264,0,0,48,167,300,0
0,288,0,142,43,159,298,0
0,77,0,312,38,166,296,15
109,0,0,204,33,164,294,15
0,0,271,192,43,156,292,9
192,293,0,0,38,148,311,24
72,0,4,316,33,140,309,18
0,0,323,162,49,132,307,12
0,430,0,0,44,124,326,27
0,484,0,0,39,116,324,21
0,178,250,0,34,129,322,15
23,409,0,0,29,142,341,9
0,354,12,47,24,134,339,3
0,365,0,111,19,144,349,18
136,25,257,46,14,136,347,12
0,0,281,49,21,128,345,6
200,0,239,0,16,120,364,21
0,92,400,0,11,112,362,15
0,0,82,285,6,125,381,9
0,3,316,0,1,117,379,3
136,49,0,188,0,112,391,0
435,0,0,0,7,104,389,0
36,310,0,0,17,96,387,0
0,382,0,105,27,88,385,0
0,0,0,409,22,95,383,15
110,366,0,0,17,87,381,15
0,330,0,49,33,79,379,9
0,132,163,0,28,92,377,24
72,86,0,158,23,84,375,18
313,0,0,0,39,76,373,12
0,396,48,0,55,68,371,6
0,0,393,10,50,81,390,0
90,0,128,0,45,73,388,0
0,0,382,0,49,65,386,0
417,0,8,0,44,57,399,0
413,19,20,0,54,49,397,0
0,66,311,0,64,41,395,0
0,0,1,499,59,48,408,0
9,109,0,64,54,40,406,0
60,247,0,0,58,38,404,6
0,261,102,0,68,30,402,0
309,0,42,48,63,37,415,0
0,94,201,72,58,29,413,0
409,59,0,0,53,36,426,15
0,321,115,0,48,28,424,9
201,216,0,0,43,32,434,3
0,0,441,0,44,24,432,0
0,0,299,0,39,16,445,0
230,0,0,173,34,8,458,0
145,171,0,115,44,0,456,0
94,98,0,212,46,0,454,0
6,0,172,267,48,0,452,0
183,0,0,154,49,0,451,1
455,0,0,0,51,0,449,0
0,408,0,0,53,0,447,0
27,342,0,0,48,7,445,0
274,21,168,0,57,0,443,0
171,131,0,95,59,0,441,0
498,0,0,0,61,0,439,0
0,65,178,0,63,0,437,0
0,0,180,49,58,7,442,0
0,0,76,315,53,0,447,7
87,0,168,11,48,0,451,7
0,0,183,196,50,0,449,1
299,0,0,160,45,0,455,8
402,0,0,0,45,0,453,2
139,0,205,0,49,0,451,0
256,44,48,99,51,0,449,0
48,0,146,242,53,0,447,0
305,82,0,0,55,0,445,0
354,0,38,0,57,0,443,0
0,113,371,0,59,0,441,0
192,0,0,308,54,7,446,0
54,332,0,0,56,0,444,0
0,0,357,0,58,0,442,0
45,47,375,0,53,0,447,0
75,0,354,0,55,0,445,0
145,0,94,0,57,0,443,0
0,30,365,0,59,0,441,0
95,86,176,0,54,7,446,0
190,0,299,0,0,0,0,0
0,0,182,282,190,0,299,0
233,0,258,0,185,0,315,18
180,173,68,0,180,0,313,12
0,132,110,63,183,0,311,6
251,134,0,0,178,13,322,13
0,0,0,375,173,5,320,7
49,0,441,0,168,0,318,14
205,128,0,0,176,0,316,8
216,178,47,0,184,0,314,2
8,0,282,137,188,0,312,0
107,252,74,47,190,0,310,0
68,0,0,409,192,0,308,0
0,352,0,103,194,0,306,0
24,123,0,328,189,7,304,7
0,0,324,21,197,0,302,1
0,0,0,396,192,0,308,8
86,373,0,0,187,0,306,7
0,0,458,0,195,0,304,1
95,185,69,0,190,0,310,0
458,0,0,0,192,0,308,0
0,437,0,0,194,0,306,0
0,0,0,497,189,7,304,0
0,446,0,0,184,0,302,14
0,400,0,90,179,13,300,8
165,0,193,0,174,26,298,23
0,240,0,257,169,18,296,17
0,0,0,492,164,31,294,32
35,454,0,0,159,23,292,26
0,0,438,0,175,15,290,20
11,0,160,17,170,7,309,14
23,71,0,281,176,0,316,17
124,313,0,0,175,0,314,11
146,189,0,144,183,0,312,5
0,9,362,0,190,0,310,0
0,0,27,277,185,7,315,0
0,97,0,367,180,0,320,7
134,176,0,95,175,6,318,7
184,145,0,24,183,0,316,1
0,314,83,0,186,0,314,0
96,168,124,0,181,7,319,0
335,0,0,118,183,0,317,0
372,0,0,0,185,0,315,0
251,245,0,3,187,0,313,0
153,278,0,0,189,0,311,0
0,0,383,29,191,0,309,0
91,168,238,0,186,0,314,7
59,95,266,0,187,0,312,1
0,0,373,88,190,0,310,0
15,0,275,132,185,0,315,7
0,451,0,0,186,0,313,1
0,0,398,65,181,8,311,0
0,411,0,0,176,0,324,15
144,175,0,0,171,0,322,9
460,28,0,4,177,0,320,3
0,86,62,275,182,0,318,0
209,89,0,0,177,7,323,7
0,0,485,0,178,0,321,1
150,197,0,0,173,0,327,0
0,38,127,0,175,0,325,0
0,69,212,36,170,7,330,0
0,0,191,269,165,7,335,7
59,255,0,0,160,0,339,7
0,377,0,29,162,0,337,1
181,163,14,0,157,8,335,8
0,0,0,465,165,0,333,2
11,407,0,69,160,0,331,9
0,390,0,105,166,2,329,5
0,0,0,260,161,12,327,12
351,0,0,0,156,4,325,15
148,0,0,239,168,0,323,9
0,238,246,0,176,0,321,3
0,0,462,0,171,10,329,0
210,152,61,0,166,2,332,0
0,24,318,155,170,0,330,0
199,116,0,93,165,7,335,7
323,22,0,0,166,0,333,1
0,164,0,122,169,0,331,0
0,409,0,0,164,7,329,7
194,30,0,0,159,13,327,1
0,0,153,321,170,5,325,0
0,94,0,325,165,0,335,12
0,0,0,404,160,1,333,7
209,0,0,63,155,0,331,14
114,0,106,0,163,0,329,8
443,0,0,0,171,0,327,2
0,344,0,146,175,0,325,0
32,388,65,0,170,7,323,7
297,11,0,0,178,0,321,1
12,0,435,0,181,0,319,0
0,113,0,226,183,0,317,0
0,370,70,0,178,7,315,7
215,258,0,0,173,13,326,1
0,117,113,0,171,5,324,0
39,121,0,0,166,12,334,0
0,135,0,303,164,4,332,0
0,202,19,96,159,11,330,11
114,0,353,0,154,13,338,15
0,487,0,0,150,5,336,9
143,164,0,0,145,18,334,3
0,0,411,0,0,0,0,0
0,0,492,0,0,0,411,0
0,245,197,0,0,0,500,0
122,0,332,0,0,2,500,0
182,115,69,0,2,0,498,0
0,140,229,0,4,0,496,0
375,0,50,0,0,6,500,0
0,0,399,92,2,0,498,0
76,178,0,136,0,0,500,4
399,0,0,96,2,0,498,0
488,0,0,6,4,0,496,0
0,96,36,83,6,0,494,0
177,285,0,0,1,7,499,7
325,19,0,0,2,0,497,1
34,18,131,271,5,0,495,0
228,58,33,0,7,0,493,0
51,0,404,0,9,0,491,0
0,65,131,0,11,0,489,0
252,0,0,0,6,7,494,0
299,5,88,94,8,0,492,0
59,0,0,425,10,0,490,0
0,155,0,197,12,0,488,0
0,0,0,412,7,7,486,7
249,0,169,0,2,0,484,14
0,464,0,0,10,0,482,8
0,13,280,0,5,13,480,2
0,45,392,0,0,18,495,0
269,139,0,27,0,10,493,0
37,0,435,0,7,2,491,0
0,150,167,123,11,0,489,0
159,114,220,0,6,7,494,7
82,20,0,221,7,0,492,1
0,147,0,319,10,0,490,0
0,0,453,0,5,7,488,7
278,87,0,0,0,0,499,1
138,44,0,192,3,0,497,0
0,423,0,0,5,0,495,0
0,20,436,0,0,7,493,0
0,0,361,0,0,9,500,0
494,0,0,0,0,1,499,0
72,53,65,0,3,0,497,0
41,0,394,0,5,0,495,0
261,0,167,0,7,0,493,0
112,0,68,0,9,0,491,0
0,40,0,323,11,0,489,0
226,112,29,88,6,7,487,7
0,51,417,0,14,0,485,1
0,349,95,0,9,8,491,0
0,368,0,0,4,7,496,0
0,0,114,244,0,6,494,0
279,25,0,0,0,0,500,8
319,0,0,170,0,0,498,2
0,0,17,447,4,0,496,0
0,0,0,392,0,0,500,6
0,0,491,0,0,0,498,2
0,0,0,412,0,0,500,0
249,226,0,0,0,0,498,2
0,196,0,285,4,0,496,0
0,0,196,267,0,6,494,6
295,173,0,0,0,0,500,8
419,0,0,0,0,0,498,2
28,167,0,118,4,0,496,0
0,0,485,0,6,0,494,0
0,18,240,61,1,0,499,0
0,0,153,227,0,3,500,3
241,73,101,0,0,0,500,2
0,101,0,377,2,0,498,0
18,44,378,0,0,4,496,4
0,0,0,461,6,0,494,0
312,0,0,19,1,0,492,7
0,0,0,490,9,0,490,1
0,0,0,286,4,0,488,8
0,0,0,359,0,0,486,14
0,0,476,0,0,0,484,16
64,0,37,203,0,0,490,10
71,0,0,362,8,0,488,4
472,0,0,0,14,0,486,0
143,100,0,0,16,0,484,0
0,0,289,7,18,0,482,0
4,0,8,473,13,0,487,7
319,0,0,114,12,0,487,3
12,0,271,183,15,0,485,0
0,0,362,0,17,0,483,0
383,117,0,0,12,0,488,0
0,221,0,271,14,0,486,0
0,0,488,0,9,7,484,7
4,0,155,306,4,0,495,1
439,0,0,0,4,0,496,3
0,56,106,269,6,0,494,0
0,88,0,400,1,7,499,7
64,0,55,223,0,2,497,3
0,161,222,0,5,0,495,0
0,0,45,143,0,7,500,0
0,170,0,157,0,0,500,2
0,63,100,240,0,2,498,2
43,33,117,0,0,4,500,4
0,79,0,226,2,0,498,0
0,0,414,0,0,4,496,4
0,27,80,77,0,0,500,0
274,0,196,0,0,2,500,2
460,0,0,0,0,0,0,0
0,0,41,216,460,0,0,0
0,0,0,372,455,0,41,45
394,0,0,0,450,0,39,39
58,243,62,121,445,0,37,33
407,0,0,0,440,0,35,27
204,287,0,0,446,0,33,21
0,83,416,0,454,0,31,15
472,0,0,0,449,13,42,9
65,215,0,1,452,5,40,3
0,0,392,0,462,0,38,0
0,401,0,0,457,0,43,0
123,227,0,0,452,7,41,0
451,0,14,24,461,0,39,0
240,0,124,92,463,0,37,0
0,60,0,430,465,0,35,0
444,0,18,0,460,7,33,7
115,0,340,0,468,0,31,1
0,291,0,0,471,0,29,0
0,411,0,41,466,7,27,0
0,0,453,0,461,14,25,14
291,0,109,35,456,6,30,8
0,0,260,37,470,0,28,2
0,443,0,0,465,0,35,9
206,66,69,0,460,4,33,3
53,49,33,221,469,0,31,0
28,0,322,0,471,0,29,0
88,0,311,5,473,0,27,0
0,0,14,460,475,0,25,0
157,217,8,0,470,0,30,7
239,0,3,104,471,0,28,1
64,171,0,23,474,0,26,0
0,0,268,21,476,0,24,0
82,5,405,0,471,0,29,7
7,0,0,209,472,0,27,1
111,0,0,121,474,0,25,1
89,404,0,0,477,0,23,0
20,66,181,60,479,0,21,0
313,129,0,0,481,0,19,0
189,0,0,0,483,0,17,0
0,400,89,0,485,0,15,0
0,0,472,0,480,7,20,0
0,421,0,0,475,0,25,0
380,0,0,0,470,7,23,0
0,217,5,69,479,0,21,0
0,331,131,0,474,7,24,7
53,0,70,98,469,8,30,1
0,0,470,0,472,0,28,0
251,0,0,170,467,0,33,0
180,99,182,0,469,0,31,0
0,0,418,0,471,0,29,0
0,0,124,0,466,0,34,0
0,249,75,0,461,0,39,0
0,231,88,3,456,7,44,0
125,1,0,170,451,7,49,3
46,347,36,0,453,0,47,0
289,57,0,104,455,0,45,0
11,302,59,37,457,0,43,0
58,128,96,101,459,0,41,0
420,0,0,0,461,0,39,0
101,0,153,109,463,0,37,0
189,0,251,0,465,0,35,0
196,210,50,0,467,0,33,0
0,0,234,0,469,0,31,0
0,0,409,0,464,0,36,0
0,65,0,155,459,0,41,0
75,0,159,0,454,7,39,7
0,85,11,351,462,0,37,1
0,50,0,331,457,8,43,8
284,10,0,122,452,5,41,7
0,0,381,0,460,0,39,1
231,8,92,35,455,0,45,0
0,356,0,97,457,0,43,0
0,349,0,0,452,7,41,7
81,0,301,0,447,13,39,1
0,0,0,383,458,5,37,0
0,38,105,295,453,0,35,12
0,30,208,238,448,13,46,19
274,199,0,0,443,5,44,13
0,159,0,206,451,0,42,7
113,84,61,240,446,13,40,14
92,1,28,312,449,5,38,8
0,335,0,0,462,0,36,2
356,0,0,0,457,9,34,0
0,371,0,0,467,1,32,0
67,0,0,412,462,8,30,0
102,0,323,12,472,0,28,0
273,0,84,37,474,0,26,0
4,0,110,335,476,0,24,0
79,0,0,301,475,0,25,3
395,39,0,0,477,0,23,0
0,475,0,0,479,0,21,0
361,0,0,0,474,7,19,0
162,300,0,0,483,0,17,0
275,0,140,0,485,0,15,0
60,176,0,0,487,0,13,0
0,147,0,164,489,0,11,0
110,268,0,0,484,7,9,7
0,302,99,0,492,0,7,1
0,130,284,80,487,8,13,0
0,63,0,323,0,0,0,0
434,0,53,0,0,63,0,323
150,0,0,0,128,55,0,317
54,262,179,0,142,47,0,311
89,187,165,0,156,39,0,305
70,0,55,121,170,31,0,299
0,12,0,127,184,23,0,293
0,153,215,0,179,27,0,306
0,0,374,0,174,26,7,300
0,341,0,0,169,18,19,294
471,0,0,0,164,31,17,288
0,0,51,276,180,23,15,282
34,0,104,204,175,15,34,297
0,0,172,233,170,7,32,291
0,51,179,235,165,0,50,305
36,23,0,243,160,0,48,299
0,0,423,72,161,0,46,293
0,160,278,0,156,0,57,300
11,307,31,0,151,0,55,294
228,229,0,0,157,2,55,288
0,50,0,309,165,0,53,282
0,308,0,137,160,13,51,289
0,494,0,0,155,13,49,291
0,0,306,121,150,18,47,285
244,0,0,139,145,10,66,300
89,0,0,376,140,2,64,294
85,296,0,15,150,0,62,288
0,345,0,0,158,0,60,282
398,1,0,0,153,13,58,276
0,0,335,0,169,5,56,270
0,183,209,0,164,0,72,264
258,0,0,197,159,13,83,258
0,0,0,105,162,5,81,252
421,33,0,0,157,0,79,264
0,141,143,206,165,0,77,258
190,232,31,8,160,13,88,265
70,0,255,0,155,5,86,259
0,0,212,0,163,0,84,253
0,0,0,494,158,0,95,247
0,0,0,434,153,0,93,254
85,0,76,0,148,0,91,261
0,387,13,0,156,0,89,255
0,432,0,0,151,13,100,249
456,0,0,0,146,13,98,243
457,0,0,6,162,5,96,237
0,0,0,368,175,0,94,231
0,282,61,98,170,0,92,238
0,74,274,0,165,13,103,245
222,241,12,0,160,5,101,239
22,85,352,0,168,0,99,233
15,0,19,243,176,0,97,227
15,289,0,87,184,0,95,221
0,320,151,0,192,0,93,215
19,5,81,76,187,13,104,209
205,0,236,0,190,5,102,203
45,408,0,0,203,0,100,197
420,28,0,0,211,0,98,191
0,63,359,0,219,0,96,185
0,0,0,283,214,13,107,179
0,349,0,120,209,5,105,181
0,288,134,0,204,18,103,193
25,23,0,242,199,13,104,187
81,62,42,0,212,5,102,181
64,429,0,0,225,0,100,175
0,133,347,0,233,0,98,169
427,0,0,0,228,13,109,163
0,308,0,76,231,5,107,157
0,35,169,181,226,18,105,169
0,17,0,461,221,13,106,166
305,0,0,0,216,20,104,175
0,98,53,2,217,12,102,169
316,132,0,30,212,25,121,165
0,144,133,138,207,17,119,159
7,0,143,285,202,28,136,172
0,70,0,215,197,20,134,166
0,0,455,0,192,16,132,164
51,0,0,402,187,8,147,158
170,244,0,0,203,0,145,152
0,168,0,266,211,0,143,146
385,0,0,0,206,13,141,153
155,0,52,184,209,5,139,147
0,0,87,385,222,0,137,141
23,0,351,0,217,0,148,148
0,0,0,439,212,0,146,142
61,242,0,124,207,0,144,149
0,450,0,0,215,0,142,143
0,0,417,0,210,13,140,137
383,0,0,0,205,5,159,131
0,465,0,0,218,0,157,125
0,211,116,0,213,13,155,119
224,87,0,166,208,26,174,113
224,1,0,177,203,18,172,107
0,0,0,486,219,10,170,101
0,0,183,0,214,2,168,116
414,0,0,80,209,0,181,110
0,0,423,27,217,0,179,104
1,305,0,0,212,0,190,111
356,0,68,0,207,0,188,105
0,0,0,306,215,0,186,99
0,84,274,0,210,0,184,106
261,0,0,113,0,0,0,0
133,23,0,248,261,0,0,113
487,0,0,0,389,4,0,111
0,0,0,438,395,0,0,105
52,336,42,0,390,0,0,110
0,95,0,150,396,0,0,104
75,0,0,203,391,11,0,109
0,29,164,192,394,3,0,103
106,113,105,0,389,14,14,111
57,8,348,37,384,6,12,105
201,169,0,49,391,0,10,99
0,0,433,0,399,0,8,93
111,66,0,0,394,0,19,87
0,218,146,90,402,0,17,81
7,241,0,0,397,13,28,88
0,25,372,0,392,5,26,82
406,0,21,0,387,13,37,76
0,0,0,408,390,5,35,70
211,0,286,0,385,0,33,82
0,0,322,152,393,0,31,76
259,146,0,0,388,0,42,83
